canonical_key,full_name,display_name,birth_year,death_year,birth_place_id,death_place_id,race_code,gender,class_code,occupation,home_region_sc_code,enslaved_status,source_density_code,representation_depth_code,erasure_flag,erasure_reason_code,notes
miss_earle,Miss Earle,Miss Earle,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1601
miss_garlington,Miss Garlington,Miss Garlington,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3130
miss_gerard,Miss Gerard,Miss Gerard,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2565
miss_gibbes,Miss Gibbes,Miss Gibbes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3263
miss_gordon,Miss Gordon,Miss Gordon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3413
miss_graham,Miss Graham,Miss Graham,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1917
miss_hampton,Miss Hampton,Miss Hampton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2869
miss_harper,Miss Harper,Miss Harper,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2282
miss_harriet_walker,Miss Harriet Walker,Miss Harriet Walker,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2960
miss_horlbeck,Miss Horlbeck,Miss Horlbeck,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3267
miss_horton,Miss Horton,Miss Horton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2672
miss_lyles,Miss Lyles,Miss Lyles,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2920
miss_manning_sm,Miss Manning Sm,Miss Manning Sm,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1666
miss_mardens,Miss Mardens,Miss Mardens,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3386
miss_mcbee,Miss McBee,Miss McBee,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2026
miss_mccall,Miss McCall,Miss McCall,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2458
miss_mory,Miss Mory,Miss Mory,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2967
miss_murden,Miss Murden,Miss Murden,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3218
miss_pickens,Miss Pickens,Miss Pickens,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2739
miss_powell,Miss Powell,Miss Powell,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2818
miss_rodgers,Miss Rodgers,Miss Rodgers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1821
miss_smith,Miss Smith,Miss Smith,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2982
miss_sparks,Miss Sparks,Miss Sparks,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2740
miss_walker,Miss Walker,Miss Walker,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1881
missmcbee,MissMcBee,MissMcBee,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3997
mitchell,Mitchell,Mitchell,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1608
mom,Mom,Mom,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2998
monarch,Monarch,Monarch,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2101
monroe,Monroe,Monroe,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1883
moon,Moon,Moon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3163
mooney,Mooney,Mooney,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2381
mooneys,Mooneys,Mooneys,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2150
moore,Moore,Moore,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1763
mordecai,Mordecai,Mordecai,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1648
mordecais,Mordecais,Mordecais,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2939
morgan,Morgan,Morgan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2046
morris,Morris,Morris,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1938
moss,Moss,Moss,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2184
mostin,mostin,mostin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3463
mountaineer,Mountaineer,Mountaineer,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1753
mr_bf_perry,Mr. B.F. Perry,Mr. B.F. Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 810
mr_editor,Mr. Editor,Mr. Editor,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1546
mr_frank_perry,Mr. Frank Perry,Mr. Frank Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 740
mr_john_pettit,Mr. John Pettit,Mr. John Pettit,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 646
mr_whm_perry,Mr. W.H.M. Perry,Mr. W.H.M. Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 166
mr_william_hayne_perry,Mr. William Hayne Perry,Mr. William Hayne Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 776
mr_willie_perry,Mr. Willie Perry,Mr. Willie Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 578
mrs_elizabeth_perry,Mrs.  Elizabeth Perry,Mrs.  Elizabeth Perry,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2,558"
mrs_b_f_perry,Mrs. B. F. Perry,Mrs. B. F. Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 16
mrs_bf_perry,Mrs. B.F. Perry,Mrs. B.F. Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 54
mrs_eliza_r_lauren,Mrs. Eliza R. Lauren,Mrs. Eliza R. Lauren,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1468
mrs_elizabetrh_perry,Mrs. Elizabetrh Perry,Mrs. Elizabetrh Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1420
mrs_fannie_beattie,Mrs. Fannie Beattie,Mrs. Fannie Beattie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1548
mrs_john_pettit,Mrs. John Pettit,Mrs. John Pettit,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 638
mrs_perry,Mrs. Perry,Mrs. Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 68
mules,Mules,Mules,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2496
mullins,Mullins,Mullins,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2179
munro,Munro,Munro,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2826
munson,Munson,Munson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1914
murray,Murray,Murray,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1854
my_bill,My Bill,My Bill,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3116
nance,Nance,Nance,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1630
nances,Nances,Nances,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1982
nashe,Nashe,Nashe,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1760
nashe_vs_rodgers,Nashe vs Rodgers,Nashe vs Rodgers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3722
nat,Nat,Nat,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3312
nat_butler,Nat Butler,Nat Butler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3311
nat_heyward,Nat Heyward,Nat Heyward,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3478
nathaniel,Nathaniel,Nathaniel,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2729
nathaniel_morgan,Nathaniel] Morgan,Nathaniel] Morgan,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2512,4514"
nathaniel_p,Nathaniel P.],Nathaniel P.],,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3259,5320"
nathaniel_ridley,Nathaniel Ridley,Nathaniel Ridley,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1997
nature,Nature,Nature,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3042
neeley,Neeley,Neeley,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1762
neelys,Neelys,Neelys,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2781
negroes,Negroes,Negroes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3052
nellie_orr,Nellie Orr,Nellie Orr,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2676
nelly_orr,Nelly Orr,Nelly Orr,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3081
nelson,Nelson,Nelson,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1907,3875"
newberry,Newberry,Newberry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1774
newberry_ch,Newberry C.H.,Newberry C.H.,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2666,4999"
niagara,Niagara,Niagara,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2012
niagara_falls,Niagara Falls &,Niagara Falls &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2250,4965"
nichols,Nichols,Nichols,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2255
nikerson,Nikerson,Nikerson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3486
norece,Norece,Norece,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3423
norris,Norris,Norris,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2861
norton,Norton,Norton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3433
ohanlons_will,OHanlons Will,OHanlons Will,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3503
old_charles,Old Charles,Old Charles,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2205
olin_miller_dantzler,Olin Miller] Dantzler,Olin Miller] Dantzler,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2596,4604"
oliver_evans_edwards,Oliver Evans] Edwards,Oliver Evans] Edwards,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2915,4945"
oliver_h_perry,Oliver H. Perry,Oliver H. Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3352
oneall,ONeall,ONeall,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1732
onealls,ONealls,ONealls,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2893
order,Order,Order,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1963
orr,Orr,Orr,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1561
orrs,Orrs,Orrs,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1704
oscar,Oscar,Oscar,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3493
oscar_mauldin,Oscar Mauldin,Oscar Mauldin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2984
oswald,Oswald,Oswald,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2830
owens,Owens,Owens,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1654
ozey_robert_broyles,Ozey Robert] Broyles,Ozey Robert] Broyles,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1680
p_mcbee,P. McBee,P. McBee,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2236
pm,P.M.,P.M.,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3739
ps_ed_stokes,P.S. Ed Stokes,P.S. Ed Stokes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4691
painting,Painting,Painting,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3403
palmer,Palmer,Palmer,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2569
pamela,Pamela,Pamela,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1583
pamela_cunningham,Pamela Cunningham &,Pamela Cunningham &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2598,4886"
pamelas,Pamelas,Pamelas,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2528
papa,Papa,Papa,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2857
papas,Papas,Papas,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2864
parker,Parker,Parker,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2115
parlor,Parlor,Parlor,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2063
parlor_ball,parlor ball,parlor ball,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5286
pasley,Pasley,Pasley,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2342
patrick,Patrick,Patrick,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3431
patrick_cleburne,Patrick] Cleburne,Patrick] Cleburne,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3335,5405"
patrick_nelson_lynch,Patrick Nelson] Lynch,Patrick Nelson] Lynch,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3369
patriot,Patriot,Patriot,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1655
patterson,Patterson,Patterson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1700
paul,Paul,Paul,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2832
paul_hayne,Paul Hayne,Paul Hayne,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2789
pauline,Pauline,Pauline,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3445
pauline_ware,Pauline Ware,Pauline Ware,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3443
pearson,Pearson,Pearson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3457
pedee,Pedee,Pedee,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1657
pedicaris,Pedicaris,Pedicaris,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2747
pelham,Pelham,Pelham,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2583
pendergrast,Pendergrast,Pendergrast,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2910
pendleton,Pendleton,Pendleton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2530
pengleton,Pengleton,Pengleton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2816
perdicaris,Perdicaris,Perdicaris,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2346
perdicariss,Perdicariss,Perdicariss,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2748
peroneau,Peroneau,Peroneau,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2095
perrin,Perrin,Perrin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2005
perry,Perry,Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1623
perry_duncan,Perry Duncan,Perry Duncan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2169
perry_emory_duncan,Perry Emory] Duncan,Perry Emory] Duncan,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2894,4921"
perry_emory,Perry Emory],Perry Emory],,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2244
perry_hats,Perry Hats,Perry Hats,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3010
perry_leaphart,Perry Leaphart,Perry Leaphart,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2936
perwho,Perwho,Perwho,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2475
peter,Peter,Peter,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2900
peter_cauble,Peter Cauble,Peter Cauble,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2948
peter_caubles,Peter Caubles,Peter Caubles,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2616
peter_shand,Peter] Shand,Peter] Shand,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3128,5180"
peter_stokes,Peter] Stokes,Peter] Stokes,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2788,4809"
petersburgh,Petersburgh,Petersburgh,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1811
petigru,Petigru,Petigru,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1677
petigrus,Petigrus,Petigrus,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2207
petigruvery,Petigruvery,Petigruvery,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5141
petrus,Petrus,Petrus,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2281
pettigru,Pettigru,Pettigru,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2535
pettit,Pettit,Pettit,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3293
pettits,Pettits,Pettits,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1932
philip,Philip,Philip,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2741
philips,Philips,Philips,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3113
philson,Philson,Philson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3408
piano,Piano,Piano,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3365
pickens,Pickens,Pickens,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1614
pickens_butler,Pickens Butler,Pickens Butler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1694
pickens_c,Pickens C,Pickens C,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2690
pickens_ch,Pickens C.H.,Pickens C.H.,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1587
pickens_resolutions,Pickens Resolutions,Pickens Resolutions,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4994
pierce,Pierce,Pierce,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2405
pierce_williamson,Pierce Williamson,Pierce Williamson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2086
pinckney,Pinckney,Pinckney,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2241
pinckney_butler,Pinckney Butler,Pinckney Butler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1718
pinckney_dill,Pinckney Dill,Pinckney Dill,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2093
pinckneys_sermon,Pinckneys Sermon,Pinckneys Sermon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3200
pinkney,Pinkney,Pinkney,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2901
pirce,Pirce,Pirce,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2348
pleasant_jenkins,Pleasant Jenkins,Pleasant Jenkins,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2153
poem,Poem,Poem,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4615
poinsett,Poinsett,Poinsett,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1631
poinsett_wells,Poinsett Wells,Poinsett Wells,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4868
poinsetts,Poinsetts,Poinsetts,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1632
polk,Polk,Polk,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1742
polk_mauldin,Polk Mauldin,Polk Mauldin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1988
polks,Polks,Polks,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3016
pools,Pools,Pools,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2790
poor_brown,Poor Brown,Poor Brown,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1855
poor_dean,Poor Dean,Poor Dean,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3382
poor_mauldin,Poor Mauldin,Poor Mauldin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2610
poor_wheaton,Poor Wheaton,Poor Wheaton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2037
pope,Pope,Pope,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2296
porcher,Porcher,Porcher,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2809
porchers,Porchers,Porchers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3026
port_hudson,Port Hudson,Port Hudson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3241
porter,Porter,Porter,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2684
porter_of_alabama,Porter of Alabama,Porter of Alabama,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2979
potter,Potter,Potter,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3440
powe,Powe,Powe,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2962
powell,Powell,Powell,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2178
powell_mccray,Powell McCray,Powell McCray,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2011
power,Power,Power,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1765
preacher,Preacher,Preacher,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1869
preacher_arnold,Preacher Arnold,Preacher Arnold,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3077
president_pierce,President Pierce,President Pierce,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 466
presley,Presley,Presley,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3197
preston,Preston,Preston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1715
preston_brooks,Preston Brooks,Preston Brooks,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1919
prestons_portico,Prestons Portico,Prestons Portico,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3301
pride,Pride,Pride,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1996
prince,Prince,Prince,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2905
pringle,Pringle,Pringle,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2048
prior,Prior,Prior,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1999
probono_miloner,Probono Miloner,Probono Miloner,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3076
professors,Professors,Professors,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2586
pure,Pure,Pure,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4976
pursue,Pursue,Pursue,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2590
queen_victorias,Queen Victorias,Queen Victorias,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3300
quitman,Quitman,Quitman,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3178
quitman_keitt,Quitman Keitt,Quitman Keitt,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3280
quitman_keitt__bonham,Quitman Keitt & Bonham,Quitman Keitt & Bonham,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5342
r_maxwell,R. Maxwell,R. Maxwell,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1779
raffle,Raffle,Raffle,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5323
rail_road,Rail Road,Rail Road,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4721
ramon_pearson,Ramon Pearson,Ramon Pearson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2825
ramsay,Ramsay,Ramsay,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2989
randal,Randal,Randal,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2445
randal_croft,Randal Croft,Randal Croft,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3476
randal_hunt,Randal Hunt,Randal Hunt,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1874
randall_croft,Randall Croft,Randall Croft,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3124
randall_hunt,Randall Hunt,Randall Hunt,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1886
rang_a,rang a,rang a,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4973
ransom_calhoun,Ransom Calhoun,Ransom Calhoun,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2956
ray,Ray,Ray,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3504
raymond,Raymond,Raymond,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2069
read,Read,Read,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3466
redfield,Redfield,Redfield,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2234
redwood,Redwood,Redwood,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2841
reed,Reed,Reed,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2060
reese,Reese,Reese,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2992
reid,Reid,Reid,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2428
resolutions,Resolutions,Resolutions,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1890
reuben,Reuben,Reuben,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2047
reuben_to_columbia,Reuben to Columbia &,Reuben to Columbia &,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3394
reverdy_johnson,Reverdy Johnson,Reverdy Johnson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3464
reynolds,Reynolds,Reynolds,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1809
rhett,Rhett,Rhett,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2082
rhetts,Rhetts,Rhetts,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2468
rhetts_bill,Rhetts Bill,Rhetts Bill,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2845
